Date,Close
6/25/20,3083.76001
6/26/20,3009.050049
6/29/20,3053.23999
6/30/20,3100.290039
7/1/20,3115.860107
7/2/20,3130.01001
7/6/20,3179.719971
7/7/20,3145.320068
7/8/20,3169.939941
7/9/20,3152.050049
7/10/20,3185.040039
7/13/20,3155.219971
7/14/20,3197.52002
7/15/20,3226.560059
7/16/20,3215.570068
7/17/20,3224.72998
7/20/20,3251.840088
7/21/20,3257.300049
7/22/20,3276.02002
7/23/20,3235.659912
7/24/20,3215.629883
7/27/20,3239.409912
7/28/20,3218.439941
7/29/20,3258.439941
7/30/20,3246.219971
7/31/20,3271.120117
8/3/20,3294.610107
8/4/20,3306.51001
8/5/20,3327.77002
8/6/20,3349.159912
8/7/20,3351.280029
8/10/20,3360.469971
8/11/20,3333.689941
8/12/20,3380.350098
8/13/20,3373.429932
8/14/20,3372.850098
8/17/20,3381.98999
8/18/20,3389.780029
8/19/20,3374.850098
8/20/20,3385.51001
8/21/20,3397.159912
8/24/20,3431.280029
8/25/20,3443.620117
8/26/20,3478.72998
8/27/20,3484.550049
8/28/20,3508.01001
8/31/20,3500.310059
9/1/20,3526.649902
9/2/20,3580.840088
9/3/20,3455.060059
9/4/20,3426.959961
9/8/20,3331.840088
9/9/20,3398.959961
9/10/20,3339.189941
9/11/20,3340.969971
9/14/20,3383.540039
9/15/20,3401.199951
9/16/20,3385.48999
9/17/20,3357.01001
9/18/20,3319.469971
9/21/20,3281.060059
9/22/20,3315.570068
9/23/20,3236.919922
9/24/20,3246.590088
9/25/20,3298.459961
9/28/20,3351.600098
9/29/20,3335.469971
9/30/20,3363
10/1/20,3380.800049
10/2/20,3348.419922
10/5/20,3408.600098
10/6/20,3360.969971
10/7/20,3419.439941
10/8/20,3446.830078
10/9/20,3477.139893
10/12/20,3534.219971
10/13/20,3511.929932
10/14/20,3488.669922
10/15/20,3483.340088
10/16/20,3483.810059
10/19/20,3426.919922
10/20/20,3443.120117
10/21/20,3435.560059
10/22/20,3453.48999
10/23/20,3465.389893
10/26/20,3400.969971
10/27/20,3390.679932
10/28/20,3271.030029
10/29/20,3310.110107
10/30/20,3269.959961
11/2/20,3310.23999
11/3/20,3369.159912
11/4/20,3443.439941
11/5/20,3510.449951
11/6/20,3509.439941
11/9/20,3550.5
11/10/20,3545.530029
11/11/20,3572.659912
11/12/20,3537.01001
11/13/20,3585.149902
11/16/20,3626.909912
